CI_Name_aff,Service_Component_WBS_aff,Impact,Urgency,KM_number,Count_Related_Interactions,Count_Related_Incidents,Count_Related_Changes,SLAFail,Open_Time_HourOfDay,Open_Time_DayOfWeek,CI_TypeSubType_aff
WBA000133,WBS000073,5 Very Low,5 Very Low,KM0000794,1.0,0.0,0.0,0,12,Tuesday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0001245,1.0,0.0,0.0,0,12,Tuesday,application-Web Based Application
SBA000296,WBS000053,4 Low,4 Low,KM0000367,1.0,0.0,0.0,0,12,Tuesday,application-Server Based Application
SBA000296,WBS000053,4 Low,4 Low,KM0000367,1.0,0.0,0.0,0,12,Tuesday,application-Server Based Application
SAP000002,WBS000271,5 Very Low,5 Very Low,KM0001840,1.0,0.0,0.0,0,13,Tuesday,application-SAP
LAP000412,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,0,13,Tuesday,computer-Laptop
WBA000094,WBS000073,4 Low,4 Low,KM0001732,1.0,0.0,0.0,1,13,Tuesday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000758,1.0,0.0,0.0,0,13,Tuesday,subapplication-Web Based Application
SBA000458,WBS000073,4 Low,4 Low,KM0001646,1.0,0.0,0.0,0,13,Tuesday,application-Server Based Application
WBA000122,WBS000298,4 Low,4 Low,KM0001552,1.0,0.0,0.0,1,13,Tuesday,application-Web Based Application
DTA000616,WBS000092,3 Medium,3 Medium,KM0001625,1.0,0.0,0.0,1,13,Tuesday,application-Desktop Application
SBA000462,WBS000073,4 Low,4 Low,KM0001363,1.0,0.0,0.0,0,13,Tuesday,application-Server Based Application
DTA000031,WBS000111,5 Very Low,5 Very Low,KM0002029,1.0,0.0,0.0,1,13,Tuesday,application-Desktop Application
SUB000113,WBS000095,5 Very Low,5 Very Low,KM0001545,1.0,0.0,0.0,0,13,Tuesday,subapplication-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000758,1.0,0.0,0.0,0,13,Tuesday,subapplication-Web Based Application
KVM000001,WBS000187,5 Very Low,5 Very Low,KM0001573,1.0,0.0,0.0,0,14,Tuesday,hardware-KVM Switches
DTA000019,WBS000093,4 Low,4 Low,KM0001186,1.0,0.0,0.0,1,14,Tuesday,application-Desktop Application
KVM000001,WBS000187,5 Very Low,5 Very Low,KM0001573,1.0,0.0,0.0,0,14,Tuesday,hardware-KVM Switches
SUB000455,WBS000073,4 Low,4 Low,KM0001728,1.0,0.0,0.0,0,14,Tuesday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000741,1.0,0.0,0.0,0,14,Tuesday,subapplication-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001363,1.0,0.0,0.0,0,13,Tuesday,application-Server Based Application
SUB000424,WBS000073,4 Low,4 Low,KM0000702,1.0,0.0,0.0,0,13,Tuesday,subapplication-Web Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000081,1.0,0.0,0.0,0,14,Tuesday,application-Web Based Application
CNT000016,WBS000182,3 Medium,3 Medium,KM0001141,1.0,0.0,0.0,1,14,Tuesday,storage-Controller
SBA000338,WBS000169,4 Low,4 Low,KM0000327,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,14,Tuesday,subapplication-Web Based Application
SBA000017,WBS000099,4 Low,4 Low,KM0000224,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
SBA000227,WBS000039,5 Very Low,5 Very Low,KM0000190,1.0,0.0,0.0,1,14,Tuesday,application-Server Based Application
SBA000173,WBS000163,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
SBA000464,WBS000073,4 Low,4 Low,KM0001314,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
SBA000131,WBS000023,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
WBA000148,WBS000172,4 Low,5 Very Low,KM0000693,1.0,0.0,0.0,1,14,Tuesday,application-Web Based Application
ADB000010,WBS000239,3 Medium,4 Low,KM0000283,2.0,0.0,0.0,0,15,Tuesday,database-Database
DSK000118,WBS000187,4 Low,4 Low,KM0002055,1.0,0.0,0.0,0,15,Tuesday,computer-Desktop
DSK000091,WBS000187,4 Low,4 Low,KM0002055,1.0,0.0,0.0,0,15,Tuesday,computer-Desktop
DSK000090,WBS000187,4 Low,4 Low,KM0002055,1.0,0.0,0.0,0,15,Tuesday,computer-Desktop
SBA000464,WBS000073,4 Low,4 Low,KM0001314,1.0,0.0,0.0,0,15,Tuesday,application-Server Based Application
SUB000455,WBS000073,4 Low,4 Low,KM0001728,1.0,0.0,0.0,0,15,Tuesday,subapplication-Web Based Application
WBA000144,WBS000318,4 Low,4 Low,KM0000846,1.0,0.0,0.0,1,15,Tuesday,application-Web Based Application
LAP001177,WBS000187,4 Low,4 Low,KM0002055,1.0,0.0,0.0,0,15,Tuesday,computer-Laptop
SUB000424,WBS000073,4 Low,4 Low,KM0000704,1.0,0.0,0.0,0,15,Tuesday,subapplication-Web Based Application
SBA000607,WBS000263,5 Very Low,5 Very Low,KM0000592,1.0,0.0,0.0,1,16,Tuesday,application-Server Based Application
WBA000103,WBS000073,4 Low,4 Low,KM0001403,1.0,0.0,0.0,0,16,Tuesday,application-Web Based Application
DTA000033,WBS000234,5 Very Low,4 Low,KM0001093,1.0,0.0,0.0,1,16,Tuesday,application-Desktop Application
SBA000173,WBS000163,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,16,Tuesday,application-Server Based Application
SBA000054,WBS000013,3 Medium,3 Medium,KM0000052,1.0,0.0,0.0,0,17,Tuesday,application-Server Based Application
SBA000427,WBS000307,3 Medium,3 Medium,KM0001350,1.0,0.0,0.0,0,3,Wednesday,application-Server Based Application
DTA000616,WBS000092,4 Low,4 Low,KM0001968,1.0,0.0,0.0,0,8,Wednesday,application-Desktop Application
SUB000424,WBS000073,4 Low,4 Low,KM0000702,1.0,0.0,0.0,0,13,Tuesday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000741,1.0,0.0,0.0,0,13,Tuesday,subapplication-Web Based Application
DTA000017,WBS000099,5 Very Low,5 Very Low,KM0000008,1.0,0.0,0.0,0,13,Tuesday,application-Desktop Application
LAP000719,WBS000091,4 Low,4 Low,KM0000866,1.0,0.0,0.0,1,14,Tuesday,computer-Laptop
SBA000458,WBS000073,4 Low,4 Low,KM0001541,1.0,0.0,0.0,1,14,Tuesday,application-Server Based Application
SBA000338,WBS000169,4 Low,4 Low,KM0000327,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,1,14,Tuesday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000758,1.0,0.0,0.0,0,14,Tuesday,subapplication-Web Based Application
WBA000144,WBS000318,5 Very Low,5 Very Low,KM0000836,1.0,0.0,0.0,1,14,Tuesday,application-Web Based Application
SBA000010,WBS000186,4 Low,4 Low,KM0000508,2.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
LAP000211,WBS000187,5 Very Low,5 Very Low,KM0001446,1.0,0.0,0.0,0,14,Tuesday,computer-Laptop
DTA000057,WBS000094,5 Very Low,5 Very Low,KM0001655,1.0,0.0,0.0,0,14,Tuesday,application-Desktop Application
DTA000621,WBS000174,3 Medium,3 Medium,KM0001275,1.0,0.0,0.0,0,14,Tuesday,application-Desktop Application
DTA000616,WBS000092,3 Medium,3 Medium,KM0001973,3.0,0.0,0.0,1,15,Tuesday,application-Desktop Application
SUB000456,WBS000073,4 Low,4 Low,KM0000741,1.0,0.0,0.0,0,15,Tuesday,subapplication-Web Based Application
SUB000523,WBS000073,4 Low,4 Low,KM0000815,1.0,0.0,0.0,1,15,Tuesday,subapplication-Web Based Application
WBA000144,WBS000318,4 Low,4 Low,KM0001753,1.0,0.0,0.0,0,15,Tuesday,application-Web Based Application
SBA000462,WBS000073,5 Very Low,5 Very Low,KM0001773,1.0,0.0,0.0,1,15,Tuesday,application-Server Based Application
SBA000061,WBS000245,4 Low,4 Low,KM0000673,1.0,0.0,0.0,0,15,Tuesday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001363,1.0,0.0,0.0,0,15,Tuesday,application-Server Based Application
SBA000834,WBS000223,4 Low,4 Low,KM0000979,1.0,0.0,0.0,0,16,Tuesday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,2.0,0.0,0.0,1,16,Tuesday,application-Server Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000075,1.0,0.0,0.0,1,16,Tuesday,application-Web Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000081,1.0,0.0,0.0,0,16,Tuesday,application-Web Based Application
DTA000031,WBS000111,5 Very Low,5 Very Low,KM0002029,1.0,0.0,0.0,1,16,Tuesday,application-Desktop Application
SUB000456,WBS000073,4 Low,4 Low,KM0001147,1.0,0.0,0.0,0,16,Tuesday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0002041,1.0,0.0,0.0,0,16,Tuesday,subapplication-Web Based Application
DTA000048,WBS000218,5 Very Low,5 Very Low,KM0000905,1.0,0.0,0.0,0,16,Tuesday,application-Desktop Application
APP000005,WBS000292,4 Low,4 Low,KM0001131,1.0,0.0,0.0,0,16,Tuesday,application-Citrix
WBA000145,WBS000073,5 Very Low,5 Very Low,KM0001362,1.0,0.0,0.0,1,14,Tuesday,application-Web Based Application
SUB000424,WBS000073,4 Low,4 Low,KM0000702,1.0,0.0,0.0,0,14,Tuesday,subapplication-Web Based Application
DTA000016,WBS000096,4 Low,4 Low,KM0001026,1.0,0.0,0.0,1,14,Tuesday,application-Desktop Application
SBA000462,WBS000073,4 Low,4 Low,KM0001364,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000741,2.0,0.0,0.0,1,14,Tuesday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0002064,1.0,0.0,0.0,0,15,Tuesday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000741,1.0,0.0,0.0,0,15,Tuesday,subapplication-Web Based Application
CBD000707,WBS000146,4 Low,4 Low,KM0000274,1.0,0.0,0.0,0,15,Tuesday,computer-Banking Device
DTA000057,WBS000094,5 Very Low,5 Very Low,KM0000540,1.0,0.0,0.0,0,15,Tuesday,application-Desktop Application
SBA000462,WBS000073,4 Low,4 Low,KM0001363,1.0,0.0,0.0,0,15,Tuesday,application-Server Based Application
SBA000227,WBS000039,5 Very Low,5 Very Low,KM0000190,1.0,0.0,0.0,1,15,Tuesday,application-Server Based Application
SBA000088,WBS000017,5 Very Low,5 Very Low,KM0000096,1.0,0.0,0.0,0,15,Tuesday,application-Server Based Application
SBA000054,WBS000013,3 Medium,3 Medium,KM0000052,1.0,0.0,0.0,0,15,Tuesday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000741,1.0,0.0,0.0,0,15,Tuesday,subapplication-Web Based Application
SBA000585,WBS000077,4 Low,4 Low,KM0000563,1.0,0.0,0.0,0,15,Tuesday,application-Server Based Application
DTA000025,WBS000110,3 Medium,3 Medium,KM0002012,1.0,0.0,0.0,1,16,Tuesday,application-Desktop Application
DTA000032,WBS000133,3 Medium,3 Medium,KM0000908,1.0,0.0,0.0,1,16,Tuesday,application-Desktop Application
WBA000144,WBS000318,4 Low,4 Low,KM0000846,1.0,0.0,0.0,0,16,Tuesday,application-Web Based Application
WBA000094,WBS000073,4 Low,4 Low,KM0001678,1.0,0.0,0.0,0,16,Tuesday,application-Web Based Application
SUB000545,WBS000073,5 Very Low,5 Very Low,KM0000795,1.0,0.0,0.0,1,16,Tuesday,subapplication-Web Based Application
APP000001,WBS000098,4 Low,4 Low,KM0000093,1.0,0.0,0.0,0,16,Tuesday,application-Citrix
SUB000456,WBS000073,4 Low,4 Low,KM0002064,1.0,0.0,0.0,0,16,Tuesday,subapplication-Web Based Application
SUB000443,WBS000125,5 Very Low,5 Very Low,KM0000727,1.0,0.0,0.0,0,16,Tuesday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000751,1.0,0.0,0.0,0,16,Tuesday,subapplication-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001866,1.0,0.0,0.0,1,16,Tuesday,application-Server Based Application
SBA000427,WBS000307,3 Medium,3 Medium,KM0001350,1.0,0.0,0.0,0,17,Tuesday,application-Server Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,17,Tuesday,subapplication-Web Based Application
SBA000693,WBS000265,4 Low,4 Low,KM0000658,1.0,0.0,0.0,0,7,Wednesday,application-Server Based Application
LAP000345,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,0,7,Wednesday,computer-Laptop
LAP000926,WBS000091,5 Very Low,5 Very Low,KM0000315,1.0,0.0,0.0,0,8,Wednesday,computer-Laptop
DTA000056,WBS000091,3 Medium,3 Medium,KM0001012,2.0,0.0,0.0,0,8,Wednesday,application-Desktop Application
SUB000002,WBS000098,4 Low,4 Low,KM0001435,1.0,0.0,0.0,0,8,Wednesday,subapplication-Citrix
DTA000011,WBS000089,4 Low,4 Low,KM0000092,1.0,0.0,0.0,0,8,Wednesday,application-Desktop Application
SUB000002,WBS000098,4 Low,4 Low,KM0001435,1.0,0.0,0.0,0,8,Wednesday,subapplication-Citrix
SBA000137,WBS000256,4 Low,4 Low,KM0000146,2.0,0.0,0.0,1,8,Wednesday,application-Server Based Application
LAP001567,WBS000187,5 Very Low,5 Very Low,KM0001447,2.0,0.0,0.0,1,9,Wednesday,computer-Laptop
WBA000060,WBS000073,4 Low,4 Low,KM0001007,1.0,0.0,0.0,0,9,Wednesday,application-Web Based Application
LAP001630,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,1,9,Wednesday,computer-Laptop
SBA000607,WBS000263,5 Very Low,5 Very Low,KM0001106,1.0,0.0,0.0,0,9,Wednesday,application-Server Based Application
LAP001313,WBS000187,5 Very Low,5 Very Low,KM0001447,1.0,0.0,0.0,0,9,Wednesday,computer-Laptop
WBA000133,WBS000073,4 Low,5 Very Low,KM0000711,1.0,0.0,0.0,1,9,Wednesday,application-Web Based Application
WSR001294,WBS000102,4 Low,4 Low,KM0000970,1.0,0.0,0.0,0,9,Wednesday,computer-Windows Server
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,1,9,Wednesday,application-Server Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000081,1.0,0.0,0.0,0,9,Wednesday,application-Web Based Application
SBA000017,WBS000099,3 Medium,3 Medium,KM0000480,1.0,0.0,0.0,0,10,Wednesday,application-Server Based Application
SUB000533,WBS000073,4 Low,4 Low,KM0001892,1.0,0.0,0.0,1,10,Wednesday,subapplication-Web Based Application
SBA000172,WBS000014,4 Low,4 Low,KM0000426,1.0,0.0,0.0,0,10,Wednesday,application-Server Based Application
WBA000148,WBS000172,5 Very Low,5 Very Low,KM0001979,1.0,0.0,0.0,1,10,Wednesday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000741,1.0,0.0,0.0,0,10,Wednesday,subapplication-Web Based Application
DTA000019,WBS000093,4 Low,4 Low,KM0001334,1.0,0.0,0.0,0,10,Wednesday,application-Desktop Application
SBA000427,WBS000307,3 Medium,3 Medium,KM0001350,1.0,0.0,0.0,1,10,Wednesday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000767,1.0,0.0,0.0,0,10,Wednesday,subapplication-Web Based Application
SUB000424,WBS000073,4 Low,4 Low,KM0000704,1.0,0.0,0.0,0,10,Wednesday,subapplication-Web Based Application
SUB000424,WBS000073,4 Low,4 Low,KM0000704,1.0,0.0,0.0,0,10,Wednesday,subapplication-Web Based Application
SUB000512,WBS000073,3 Medium,3 Medium,KM0000776,1.0,0.0,0.0,1,11,Wednesday,subapplication-Web Based Application
CBD000834,WBS000146,3 Medium,3 Medium,KM0000274,1.0,0.0,0.0,0,11,Wednesday,computer-Banking Device
SBA000154,WBS000027,3 Medium,3 Medium,KM0000895,1.0,0.0,0.0,0,11,Wednesday,application-Server Based Application
SBA000054,WBS000013,3 Medium,3 Medium,KM0000052,1.0,0.0,0.0,0,11,Wednesday,application-Server Based Application
WBA000148,WBS000172,3 Medium,3 Medium,KM0001979,1.0,0.0,0.0,0,16,Tuesday,application-Web Based Application
SBA000782,WBS000043,3 Medium,3 Medium,KM0001762,1.0,0.0,0.0,1,16,Tuesday,application-Server Based Application
WBA000144,WBS000318,4 Low,4 Low,KM0000846,1.0,0.0,0.0,0,17,Tuesday,application-Web Based Application
DCE000077,WBS000267,3 Medium,3 Medium,KM0000182,1.0,0.0,0.0,0,17,Tuesday,hardware-DataCenterEquipment
LAP000220,WBS000187,4 Low,4 Low,KM0002055,1.0,0.0,0.0,0,18,Tuesday,computer-Laptop
SUB000002,WBS000098,4 Low,4 Low,KM0001435,2.0,0.0,0.0,0,8,Wednesday,subapplication-Citrix
CBD000616,WBS000146,3 Medium,3 Medium,KM0000268,1.0,0.0,0.0,0,8,Wednesday,computer-Banking Device
SBA000699,WBS000102,3 Medium,3 Medium,KM0000036,1.0,0.0,0.0,1,8,Wednesday,application-Server Based Application
CBD000429,WBS000146,2 High,2 High,KM0000274,1.0,0.0,0.0,0,8,Wednesday,computer-Banking Device
DTA000023,WBS000093,4 Low,4 Low,KM0001306,1.0,0.0,0.0,1,8,Wednesday,application-Desktop Application
LAP001413,WBS000187,4 Low,4 Low,KM0002055,1.0,0.0,0.0,0,8,Wednesday,computer-Laptop
DSK000063,WBS000187,4 Low,4 Low,KM0002055,1.0,0.0,0.0,0,9,Wednesday,computer-Desktop
WBA000148,WBS000172,4 Low,5 Very Low,KM0000693,2.0,0.0,0.0,0,9,Wednesday,application-Web Based Application
WBA000077,WBS000153,4 Low,4 Low,KM0000414,1.0,0.0,0.0,0,9,Wednesday,application-Web Based Application
DTA000591,WBS000092,2 High,2 High,KM0000468,39.0,0.0,0.0,0,9,Wednesday,application-Desktop Application
SBA000035,WBS000007,4 Low,4 Low,KM0000596,1.0,0.0,0.0,1,9,Wednesday,application-Server Based Application
WBA000103,WBS000073,5 Very Low,5 Very Low,KM0000786,2.0,0.0,0.0,1,18,Tuesday,application-Web Based Application
WBA000116,WBS000066,2 High,2 High,KM0000579,1.0,0.0,0.0,0,18,Tuesday,application-Web Based Application
SBA000427,WBS000307,3 Medium,3 Medium,KM0001350,1.0,0.0,0.0,0,20,Tuesday,application-Server Based Application
LAP000441,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,0,8,Wednesday,computer-Laptop
SBA000834,WBS000223,4 Low,4 Low,KM0001308,1.0,0.0,0.0,0,8,Wednesday,application-Server Based Application
LAP000290,WBS000187,4 Low,4 Low,KM0002055,1.0,0.0,0.0,0,8,Wednesday,computer-Laptop
DTA000053,WBS000130,5 Very Low,5 Very Low,KM0000472,1.0,0.0,0.0,0,9,Wednesday,application-Desktop Application
SBA000462,WBS000073,4 Low,4 Low,KM0001364,1.0,0.0,0.0,1,9,Wednesday,application-Server Based Application
SUB000514,WBS000012,5 Very Low,5 Very Low,KM0000597,1.0,0.0,0.0,1,9,Wednesday,subapplication-Web Based Application
SBA000028,WBS000030,5 Very Low,5 Very Low,KM0000166,1.0,0.0,0.0,0,9,Wednesday,application-Server Based Application
WBA000144,WBS000318,5 Very Low,5 Very Low,KM0000836,1.0,0.0,0.0,0,9,Wednesday,application-Web Based Application
SSW000068,WBS000134,4 Low,4 Low,KM0001339,1.0,0.0,0.0,0,9,Wednesday,software-System Software
DTA000057,WBS000094,5 Very Low,5 Very Low,KM0001655,1.0,0.0,0.0,1,9,Wednesday,application-Desktop Application
LAP000291,WBS000187,4 Low,4 Low,KM0002055,1.0,0.0,0.0,0,9,Wednesday,computer-Laptop
SBA000028,WBS000030,3 Medium,4 Low,KM0000283,1.0,0.0,0.0,0,9,Wednesday,application-Server Based Application
SBA000782,WBS000043,3 Medium,3 Medium,KM0001763,1.0,0.0,0.0,1,9,Wednesday,application-Server Based Application
SBA000163,WBS000331,3 Medium,3 Medium,KM0001560,1.0,0.0,1.0,0,9,Wednesday,application-Server Based Application
SBA000172,WBS000014,3 Medium,3 Medium,KM0000426,2.0,0.0,0.0,0,9,Wednesday,application-Server Based Application
SBA000172,WBS000014,3 Medium,3 Medium,KM0000426,2.0,0.0,0.0,0,9,Wednesday,application-Server Based Application
SBA000338,WBS000169,4 Low,4 Low,KM0000327,2.0,0.0,0.0,0,9,Wednesday,application-Server Based Application
SBA000172,WBS000014,3 Medium,3 Medium,KM0000426,2.0,0.0,0.0,0,9,Wednesday,application-Server Based Application
SBA000659,WBS000128,4 Low,4 Low,KM0002059,1.0,0.0,0.0,0,9,Wednesday,application-Server Based Application
SBA000805,WBS000016,3 Medium,3 Medium,KM0000938,1.0,0.0,0.0,0,9,Wednesday,application-Server Based Application
DTA000056,WBS000091,4 Low,4 Low,KM0002040,1.0,0.0,0.0,0,9,Wednesday,application-Desktop Application
WBA000018,WBS000073,4 Low,4 Low,KM0001914,1.0,0.0,0.0,0,9,Wednesday,application-Web Based Application
DTA000056,WBS000091,4 Low,4 Low,KM0002040,1.0,0.0,0.0,1,9,Wednesday,application-Desktop Application
SUB000505,WBS000162,4 Low,4 Low,KM0000563,1.0,0.0,0.0,1,9,Wednesday,subapplication-Web Based Application
SBA000169,WBS000030,3 Medium,4 Low,KM0000283,1.0,0.0,0.0,1,9,Wednesday,application-Server Based Application
SBA000054,WBS000013,3 Medium,3 Medium,KM0000052,1.0,0.0,0.0,0,9,Wednesday,application-Server Based Application
SUB000016,WBS000027,4 Low,4 Low,KM0000154,1.0,0.0,0.0,0,9,Wednesday,subapplication-Server Based Application
WBA000148,WBS000172,5 Very Low,5 Very Low,KM0001979,1.0,0.0,0.0,1,10,Wednesday,application-Web Based Application
SBA000063,WBS000264,5 Very Low,5 Very Low,KM0001557,1.0,0.0,0.0,0,8,Wednesday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000741,1.0,0.0,0.0,0,8,Wednesday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000741,1.0,0.0,0.0,0,8,Wednesday,subapplication-Web Based Application
SUB000002,WBS000098,4 Low,4 Low,KM0001435,1.0,0.0,0.0,1,8,Wednesday,subapplication-Citrix
WBA000060,WBS000073,4 Low,4 Low,KM0001007,1.0,0.0,0.0,0,8,Wednesday,application-Web Based Application
DTA000616,WBS000092,3 Medium,3 Medium,KM0001973,1.0,0.0,0.0,1,8,Wednesday,application-Desktop Application
SBA000010,WBS000186,4 Low,4 Low,KM0000508,1.0,0.0,0.0,1,9,Wednesday,application-Server Based Application
SUB000514,WBS000012,5 Very Low,5 Very Low,KM0000597,1.0,0.0,0.0,1,9,Wednesday,subapplication-Web Based Application
SBA000464,WBS000073,4 Low,4 Low,KM0001314,1.0,0.0,0.0,0,9,Wednesday,application-Server Based Application
WBA000124,WBS000088,2 High,2 High,KM0000611,1.0,0.0,0.0,0,9,Wednesday,application-Web Based Application
LAP000243,WBS000187,4 Low,4 Low,KM0002055,1.0,0.0,0.0,0,9,Wednesday,computer-Laptop
LAP000292,WBS000187,4 Low,4 Low,KM0002055,1.0,0.0,0.0,0,9,Wednesday,computer-Laptop
DTA000591,WBS000092,4 Low,4 Low,KM0000468,1.0,0.0,0.0,1,9,Wednesday,application-Desktop Application
WBA000148,WBS000172,5 Very Low,5 Very Low,KM0001979,1.0,0.0,0.0,1,10,Wednesday,application-Web Based Application
SUB000424,WBS000073,4 Low,4 Low,KM0000702,1.0,0.0,0.0,0,10,Wednesday,subapplication-Web Based Application
SUB000443,WBS000125,5 Very Low,5 Very Low,KM0001158,1.0,0.0,0.0,0,10,Wednesday,subapplication-Web Based Application
SBA000172,WBS000014,3 Medium,3 Medium,KM0000426,1.0,0.0,0.0,0,10,Wednesday,application-Server Based Application
WBA000148,WBS000172,5 Very Low,5 Very Low,KM0001979,1.0,0.0,0.0,1,10,Wednesday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001089,1.0,0.0,0.0,0,10,Wednesday,subapplication-Web Based Application
SUB000489,WBS000162,3 Medium,3 Medium,KM0000611,1.0,0.0,0.0,1,10,Wednesday,subapplication-Web Based Application
CBA000014,WBS000073,4 Low,4 Low,KM0001346,1.0,0.0,0.0,0,10,Wednesday,application-Client Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0000611,1.0,0.0,0.0,1,10,Wednesday,application-Web Based Application
SBA000458,WBS000073,4 Low,4 Low,KM0001539,1.0,0.0,0.0,1,10,Wednesday,application-Server Based Application
SBA000747,WBS000326,3 Medium,3 Medium,KM0001699,2.0,0.0,0.0,0,11,Wednesday,application-Server Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0000611,1.0,0.0,0.0,1,10,Wednesday,application-Web Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000075,1.0,0.0,0.0,1,10,Wednesday,application-Web Based Application
SUB000002,WBS000098,4 Low,4 Low,KM0001435,1.0,0.0,0.0,0,10,Wednesday,subapplication-Citrix
