Service_Component_WBS_aff,Urgency,KM_number,SLAFail,Open_Time_HourOfDay,Open_Time_DayOfWeek,CI_TypeSubType_aff,RelatedIncidents,RelatedChanges,RelatedInteractions
WBS000111,5 Very Low,KM0002029,1,16,Tuesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001147,0,16,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002041,0,16,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000218,5 Very Low,KM0000905,0,16,Tuesday,application-Desktop Application,None,None,One (1)
WBS000292,4 Low,KM0001131,0,16,Tuesday,application-Citrix,None,None,One (1)
WBS000073,5 Very Low,KM0001362,1,14,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000702,0,14,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000096,4 Low,KM0001026,1,14,Tuesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001364,0,14,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000741,1,14,Tuesday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0002064,0,15,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000741,0,15,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000146,4 Low,KM0000274,0,15,Tuesday,computer-Banking Device,None,None,One (1)
WBS000094,5 Very Low,KM0000540,0,15,Tuesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001363,0,15,Tuesday,application-Server Based Application,None,None,One (1)
WBS000039,5 Very Low,KM0000190,1,15,Tuesday,application-Server Based Application,None,None,One (1)
WBS000017,5 Very Low,KM0000096,0,15,Tuesday,application-Server Based Application,None,None,One (1)
WBS000013,3 Medium,KM0000052,0,15,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000741,0,15,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000077,4 Low,KM0000563,0,15,Tuesday,application-Server Based Application,None,None,One (1)
WBS000110,3 Medium,KM0002012,1,16,Tuesday,application-Desktop Application,None,None,One (1)
WBS000133,3 Medium,KM0000908,1,16,Tuesday,application-Desktop Application,None,None,One (1)
WBS000318,4 Low,KM0000846,0,16,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001678,0,16,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0000795,1,16,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000098,4 Low,KM0000093,0,16,Tuesday,application-Citrix,None,None,One (1)
WBS000073,4 Low,KM0002064,0,16,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000125,5 Very Low,KM0000727,0,16,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000751,0,16,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001866,1,16,Tuesday,application-Server Based Application,None,None,One (1)
WBS000307,3 Medium,KM0001350,0,17,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0000703,0,17,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000265,4 Low,KM0000658,0,7,Wednesday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,0,7,Wednesday,computer-Laptop,None,None,One (1)
WBS000091,5 Very Low,KM0000315,0,8,Wednesday,computer-Laptop,None,None,One (1)
WBS000091,3 Medium,KM0001012,0,8,Wednesday,application-Desktop Application,None,None,Few (2-5)
WBS000098,4 Low,KM0001435,0,8,Wednesday,subapplication-Citrix,None,None,One (1)
WBS000089,4 Low,KM0000092,0,8,Wednesday,application-Desktop Application,None,None,One (1)
WBS000098,4 Low,KM0001435,0,8,Wednesday,subapplication-Citrix,None,None,One (1)
WBS000256,4 Low,KM0000146,1,8,Wednesday,application-Server Based Application,None,None,Few (2-5)
WBS000187,5 Very Low,KM0001447,1,9,Wednesday,computer-Laptop,None,None,Few (2-5)
WBS000073,4 Low,KM0001007,0,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,1,9,Wednesday,computer-Laptop,None,None,One (1)
WBS000263,5 Very Low,KM0001106,0,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000187,5 Very Low,KM0001447,0,9,Wednesday,computer-Laptop,None,None,One (1)
WBS000073,5 Very Low,KM0000711,1,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000102,4 Low,KM0000970,0,9,Wednesday,computer-Windows Server,None,None,One (1)
WBS000263,4 Low,KM0001106,1,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000152,5 Very Low,KM0000081,0,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000099,3 Medium,KM0000480,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001892,1,10,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000014,4 Low,KM0000426,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000172,5 Very Low,KM0001979,1,10,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000741,0,10,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000093,4 Low,KM0001334,0,10,Wednesday,application-Desktop Application,None,None,One (1)
WBS000307,3 Medium,KM0001350,1,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000767,0,10,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000704,0,10,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000704,0,10,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,3 Medium,KM0000776,1,11,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000146,3 Medium,KM0000274,0,11,Wednesday,computer-Banking Device,None,None,One (1)
WBS000027,3 Medium,KM0000895,0,11,Wednesday,application-Server Based Application,None,None,One (1)
WBS000013,3 Medium,KM0000052,0,11,Wednesday,application-Server Based Application,None,None,One (1)
WBS000172,3 Medium,KM0001979,0,16,Tuesday,application-Web Based Application,None,None,One (1)
WBS000043,3 Medium,KM0001762,1,16,Tuesday,application-Server Based Application,None,None,One (1)
WBS000318,4 Low,KM0000846,0,17,Tuesday,application-Web Based Application,None,None,One (1)
WBS000267,3 Medium,KM0000182,0,17,Tuesday,hardware-DataCenterEquipment,None,None,One (1)
WBS000187,4 Low,KM0002055,0,18,Tuesday,computer-Laptop,None,None,One (1)
WBS000098,4 Low,KM0001435,0,8,Wednesday,subapplication-Citrix,None,None,Few (2-5)
WBS000146,3 Medium,KM0000268,0,8,Wednesday,computer-Banking Device,None,None,One (1)
WBS000102,3 Medium,KM0000036,1,8,Wednesday,application-Server Based Application,None,None,One (1)
WBS000146,2 High,KM0000274,0,8,Wednesday,computer-Banking Device,None,None,One (1)
WBS000093,4 Low,KM0001306,1,8,Wednesday,application-Desktop Application,None,None,One (1)
WBS000187,4 Low,KM0002055,0,8,Wednesday,computer-Laptop,None,None,One (1)
WBS000187,4 Low,KM0002055,0,9,Wednesday,computer-Desktop,None,None,One (1)
WBS000172,5 Very Low,KM0000693,0,9,Wednesday,application-Web Based Application,None,None,Few (2-5)
WBS000153,4 Low,KM0000414,0,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000092,2 High,KM0000468,0,9,Wednesday,application-Desktop Application,None,None,More (>25)
WBS000007,4 Low,KM0000596,1,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0000786,1,18,Tuesday,application-Web Based Application,None,None,Few (2-5)
WBS000066,2 High,KM0000579,0,18,Tuesday,application-Web Based Application,None,None,One (1)
WBS000307,3 Medium,KM0001350,0,20,Tuesday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,0,8,Wednesday,computer-Laptop,None,None,One (1)
WBS000223,4 Low,KM0001308,0,8,Wednesday,application-Server Based Application,None,None,One (1)
WBS000187,4 Low,KM0002055,0,8,Wednesday,computer-Laptop,None,None,One (1)
WBS000130,5 Very Low,KM0000472,0,9,Wednesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001364,1,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000012,5 Very Low,KM0000597,1,9,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000030,5 Very Low,KM0000166,0,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000318,5 Very Low,KM0000836,0,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000134,4 Low,KM0001339,0,9,Wednesday,software-System Software,None,None,One (1)
WBS000094,5 Very Low,KM0001655,1,9,Wednesday,application-Desktop Application,None,None,One (1)
WBS000187,4 Low,KM0002055,0,9,Wednesday,computer-Laptop,None,None,One (1)
WBS000030,4 Low,KM0000283,0,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000043,3 Medium,KM0001763,1,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000331,3 Medium,KM0001560,0,9,Wednesday,application-Server Based Application,None,One,One (1)
WBS000014,3 Medium,KM0000426,0,9,Wednesday,application-Server Based Application,None,None,Few (2-5)
WBS000014,3 Medium,KM0000426,0,9,Wednesday,application-Server Based Application,None,None,Few (2-5)
WBS000169,4 Low,KM0000327,0,9,Wednesday,application-Server Based Application,None,None,Few (2-5)
WBS000014,3 Medium,KM0000426,0,9,Wednesday,application-Server Based Application,None,None,Few (2-5)
WBS000128,4 Low,KM0002059,0,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000016,3 Medium,KM0000938,0,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000091,4 Low,KM0002040,0,9,Wednesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001914,0,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000091,4 Low,KM0002040,1,9,Wednesday,application-Desktop Application,None,None,One (1)
WBS000162,4 Low,KM0000563,1,9,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000030,4 Low,KM0000283,1,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000013,3 Medium,KM0000052,0,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000027,4 Low,KM0000154,0,9,Wednesday,subapplication-Server Based Application,None,None,One (1)
WBS000172,5 Very Low,KM0001979,1,10,Wednesday,application-Web Based Application,None,None,One (1)
WBS000264,5 Very Low,KM0001557,0,8,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000741,0,8,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000741,0,8,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000098,4 Low,KM0001435,1,8,Wednesday,subapplication-Citrix,None,None,One (1)
WBS000073,4 Low,KM0001007,0,8,Wednesday,application-Web Based Application,None,None,One (1)
WBS000092,3 Medium,KM0001973,1,8,Wednesday,application-Desktop Application,None,None,One (1)
WBS000186,4 Low,KM0000508,1,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000012,5 Very Low,KM0000597,1,9,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001314,0,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000088,2 High,KM0000611,0,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000187,4 Low,KM0002055,0,9,Wednesday,computer-Laptop,None,None,One (1)
WBS000187,4 Low,KM0002055,0,9,Wednesday,computer-Laptop,None,None,One (1)
WBS000092,4 Low,KM0000468,1,9,Wednesday,application-Desktop Application,None,None,One (1)
WBS000172,5 Very Low,KM0001979,1,10,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000702,0,10,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000125,5 Very Low,KM0001158,0,10,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000014,3 Medium,KM0000426,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000172,5 Very Low,KM0001979,1,10,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001089,0,10,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000162,3 Medium,KM0000611,1,10,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001346,0,10,Wednesday,application-Client Based Application,None,None,One (1)
WBS000088,4 Low,KM0000611,1,10,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001539,1,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000326,3 Medium,KM0001699,0,11,Wednesday,application-Server Based Application,None,None,Few (2-5)
WBS000088,4 Low,KM0000611,1,10,Wednesday,application-Web Based Application,None,None,One (1)
WBS000152,5 Very Low,KM0000075,1,10,Wednesday,application-Web Based Application,None,None,One (1)
WBS000098,4 Low,KM0001435,0,10,Wednesday,subapplication-Citrix,None,None,One (1)
WBS000073,3 Medium,KM0001488,0,10,Wednesday,application-Web Based Application,None,None,One (1)
WBS000098,4 Low,KM0001435,0,10,Wednesday,subapplication-Citrix,None,None,Few (2-5)
WBS000294,3 Medium,KM0001743,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002064,1,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000819,0,10,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001007,0,11,Wednesday,application-Web Based Application,None,None,One (1)
WBS000281,3 Medium,KM0000879,1,11,Wednesday,networkcomponents-Switch,None,None,One (1)
WBS000162,4 Low,KM0000553,1,11,Wednesday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000217,4 Low,KM0001145,0,11,Wednesday,application-Desktop Application,None,None,One (1)
WBS000256,4 Low,KM0000601,0,11,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001790,0,12,Wednesday,application-Client Based Application,None,None,One (1)
WBS000073,4 Low,KM0000751,0,12,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000096,4 Low,KM0001026,1,12,Wednesday,application-Desktop Application,None,None,Few (2-5)
WBS000073,4 Low,KM0001363,0,12,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001539,0,12,Wednesday,application-Server Based Application,None,One,One (1)
WBS000263,5 Very Low,KM0001105,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000152,5 Very Low,KM0001178,0,10,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001241,1,10,Wednesday,application-Web Based Application,None,None,Few (2-5)
WBS000099,3 Medium,KM0000480,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000043,3 Medium,KM0001762,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000042,5 Very Low,KM0000228,1,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000187,4 Low,KM0002055,0,10,Wednesday,computer-Laptop,None,None,One (1)
WBS000096,4 Low,KM0000961,1,10,Wednesday,subapplication-Server Based Application,None,None,One (1)
WBS000099,3 Medium,KM0000480,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000052,5 Very Low,KM0000358,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001402,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000797,0,10,Wednesday,application-Web Based Application,None,None,One (1)
WBS000096,5 Very Low,KM0001925,0,10,Wednesday,officeelectronics-Printer,None,None,One (1)
WBS000172,4 Low,KM0000697,0,10,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001362,0,10,Wednesday,application-Web Based Application,None,None,One (1)
WBS000167,5 Very Low,KM0000069,1,10,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001362,1,10,Wednesday,application-Web Based Application,None,None,One (1)
WBS000152,5 Very Low,KM0000081,0,10,Wednesday,application-Web Based Application,None,None,One (1)
WBS000110,4 Low,KM0000833,0,11,Wednesday,application-Desktop Application,None,None,One (1)
WBS000099,4 Low,KM0002005,0,11,Wednesday,application-Server Based Application,None,None,Few (2-5)
WBS000091,4 Low,KM0000942,0,11,Wednesday,computer-Desktop,None,None,One (1)
WBS000073,4 Low,KM0000847,1,11,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000125,4 Low,KM0000732,1,11,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000847,1,11,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002041,0,11,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001961,0,11,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000027,3 Medium,KM0000154,0,11,Wednesday,subapplication-Server Based Application,None,None,One (1)
WBS000092,4 Low,KM0000186,0,11,Wednesday,application-Desktop Application,None,None,One (1)
WBS000223,4 Low,KM0001308,0,12,Wednesday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,0,12,Wednesday,computer-Laptop,None,None,One (1)
WBS000318,4 Low,KM0000839,1,12,Wednesday,application-Web Based Application,None,None,Few (2-5)
WBS000152,5 Very Low,KM0000075,1,12,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001296,0,11,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000741,0,11,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000096,4 Low,KM0001026,1,11,Wednesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0000741,0,11,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001363,1,11,Wednesday,application-Server Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0001736,0,11,Wednesday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0001384,1,11,Wednesday,application-Web Based Application,None,None,Few (2-5)
